location,date,vaccine,total_vaccinations
Chile,2021-01-31,Pfizer/BioNTech,67458
Chile,2021-02-01,Pfizer/BioNTech,67458
Chile,2021-02-02,Pfizer/BioNTech,67464
Chile,2021-02-02,Sinovac,13185
Chile,2021-02-03,Pfizer/BioNTech,67464
Chile,2021-02-03,Sinovac,183574
Chile,2021-02-04,Pfizer/BioNTech,69592
Chile,2021-02-04,Sinovac,357604
Chile,2021-02-05,Pfizer/BioNTech,70280
Chile,2021-02-05,Sinovac,526424
Chile,2021-02-06,Pfizer/BioNTech,70286
Chile,2021-02-06,Sinovac,554277
Chile,2021-02-07,Pfizer/BioNTech,70288
Chile,2021-02-07,Sinovac,562915
Chile,2021-02-08,Pfizer/BioNTech,82089
Chile,2021-02-08,Sinovac,784414
Chile,2021-02-09,Pfizer/BioNTech,101572
Chile,2021-02-09,Sinovac,1026836
Chile,2021-02-10,Pfizer/BioNTech,110018
Chile,2021-02-10,Sinovac,1299186
Chile,2021-02-11,Pfizer/BioNTech,113092
Chile,2021-02-11,Sinovac,1550413
Chile,2021-02-12,Pfizer/BioNTech,113452
Chile,2021-02-12,Sinovac,1779549
Chile,2021-02-13,Pfizer/BioNTech,113485
Chile,2021-02-13,Sinovac,1809077
Chile,2021-02-14,Pfizer/BioNTech,113485
Chile,2021-02-14,Sinovac,1813545
Chile,2021-02-15,Pfizer/BioNTech,113486
Chile,2021-02-15,Sinovac,2079420
Chile,2021-02-16,Pfizer/BioNTech,113499
Chile,2021-02-16,Sinovac,2299502
Chile,2021-02-17,Pfizer/BioNTech,113499
Chile,2021-02-17,Sinovac,2487560
Chile,2021-02-18,Pfizer/BioNTech,113502
Chile,2021-02-18,Sinovac,2642840
Chile,2021-02-19,Pfizer/BioNTech,113503
Chile,2021-02-19,Sinovac,2784980
Chile,2021-02-20,Pfizer/BioNTech,113505
Chile,2021-02-20,Sinovac,2794619
Chile,2021-02-21,Pfizer/BioNTech,113505
Chile,2021-02-21,Sinovac,2795781
Chile,2021-02-22,Pfizer/BioNTech,125601
Chile,2021-02-22,Sinovac,2891824
Chile,2021-02-23,Pfizer/BioNTech,150446
Chile,2021-02-23,Sinovac,2961233
Chile,2021-02-24,Pfizer/BioNTech,178966
Chile,2021-02-24,Sinovac,3018994
Chile,2021-02-25,Pfizer/BioNTech,212685
Chile,2021-02-25,Sinovac,3071364
Chile,2021-02-26,Pfizer/BioNTech,242420
Chile,2021-02-26,Sinovac,3120032
Chile,2021-02-27,Pfizer/BioNTech,248746
Chile,2021-02-27,Sinovac,3123754
Chile,2021-02-28,Pfizer/BioNTech,248748
Chile,2021-02-28,Sinovac,3124107
Chile,2021-03-01,Pfizer/BioNTech,263650
Chile,2021-03-01,Sinovac,3246780
Chile,2021-03-02,Pfizer/BioNTech,294573
Chile,2021-03-02,Sinovac,3387240
Chile,2021-03-03,Pfizer/BioNTech,313142
Chile,2021-03-03,Sinovac,3680654
Chile,2021-03-04,Pfizer/BioNTech,322253
Chile,2021-03-04,Sinovac,3982180
Chile,2021-03-05,Pfizer/BioNTech,328013
Chile,2021-03-05,Sinovac,4274412
Chile,2021-03-06,Pfizer/BioNTech,328357
Chile,2021-03-06,Sinovac,4307859
Chile,2021-03-07,Pfizer/BioNTech,328464
Chile,2021-03-07,Sinovac,4315718
Chile,2021-03-08,Pfizer/BioNTech,341063
Chile,2021-03-08,Sinovac,4653876
Chile,2021-03-09,Pfizer/BioNTech,378648
Chile,2021-03-09,Sinovac,4992929
Chile,2021-03-10,Pfizer/BioNTech,420264
Chile,2021-03-10,Sinovac,5352765
Chile,2021-03-11,Pfizer/BioNTech,466009
Chile,2021-03-11,Sinovac,5724195
Chile,2021-03-12,Pfizer/BioNTech,483425
Chile,2021-03-12,Sinovac,6081274
Chile,2021-03-13,Pfizer/BioNTech,483978
Chile,2021-03-13,Sinovac,6131198
Chile,2021-03-14,Pfizer/BioNTech,483978
Chile,2021-03-14,Sinovac,6137786
Chile,2021-03-15,Pfizer/BioNTech,507908
Chile,2021-03-15,Sinovac,6544270
Chile,2021-03-16,Pfizer/BioNTech,561456
Chile,2021-03-16,Sinovac,6901077
Chile,2021-03-17,Pfizer/BioNTech,617006
Chile,2021-03-17,Sinovac,7212935
Chile,2021-03-18,Pfizer/BioNTech,666614
Chile,2021-03-18,Sinovac,7498386
Chile,2021-03-19,Pfizer/BioNTech,689794
Chile,2021-03-19,Sinovac,7769911
Chile,2021-03-20,Pfizer/BioNTech,691715
Chile,2021-03-20,Sinovac,7802197
Chile,2021-03-21,Pfizer/BioNTech,691725
Chile,2021-03-21,Sinovac,7806212
Chile,2021-03-22,Pfizer/BioNTech,727824
Chile,2021-03-22,Sinovac,8038922
Chile,2021-03-23,Pfizer/BioNTech,787763
Chile,2021-03-23,Sinovac,8219945
Chile,2021-03-24,Pfizer/BioNTech,840672
Chile,2021-03-24,Sinovac,8386183
Chile,2021-03-25,Pfizer/BioNTech,895273
Chile,2021-03-25,Sinovac,8544324
Chile,2021-03-26,Pfizer/BioNTech,933715
Chile,2021-03-26,Sinovac,8723640
Chile,2021-03-27,Pfizer/BioNTech,935749
Chile,2021-03-27,Sinovac,8737300
Chile,2021-03-28,Pfizer/BioNTech,935749
Chile,2021-03-28,Sinovac,8738693
Chile,2021-03-29,Pfizer/BioNTech,957802
Chile,2021-03-29,Sinovac,8983470
Chile,2021-03-30,Pfizer/BioNTech,1015309
Chile,2021-03-30,Sinovac,9204711
Chile,2021-03-31,Pfizer/BioNTech,1061494
Chile,2021-03-31,Sinovac,9438940
Chile,2021-04-01,Pfizer/BioNTech,1085284
Chile,2021-04-01,Sinovac,9718578
Chile,2021-04-02,Pfizer/BioNTech,1085510
Chile,2021-04-02,Sinovac,9725395
Chile,2021-04-03,Pfizer/BioNTech,1085703
Chile,2021-04-03,Sinovac,9728431
Chile,2021-04-04,Pfizer/BioNTech,1085707
Chile,2021-04-04,Sinovac,9729552
Chile,2021-04-05,Pfizer/BioNTech,1116872
Chile,2021-04-05,Sinovac,9983312
Chile,2021-04-06,Pfizer/BioNTech,1199693
Chile,2021-04-06,Sinovac,10140405
Chile,2021-04-07,Pfizer/BioNTech,1288996
Chile,2021-04-07,Sinovac,10284468
Chile,2021-04-08,Pfizer/BioNTech,1367287
Chile,2021-04-08,Sinovac,10445803
Chile,2021-04-09,Pfizer/BioNTech,1416545
Chile,2021-04-09,Sinovac,10615563
Chile,2021-04-10,Pfizer/BioNTech,1424379
Chile,2021-04-10,Sinovac,10633768
Chile,2021-04-11,Pfizer/BioNTech,1424885
Chile,2021-04-11,Sinovac,10635716
Chile,2021-04-12,Pfizer/BioNTech,1489691
Chile,2021-04-12,Sinovac,10808019
Chile,2021-04-13,Pfizer/BioNTech,1577941
Chile,2021-04-13,Sinovac,10955187
Chile,2021-04-14,Pfizer/BioNTech,1667491
Chile,2021-04-14,Sinovac,11095228
Chile,2021-04-15,Pfizer/BioNTech,1735532
Chile,2021-04-15,Sinovac,11234458
Chile,2021-04-16,Pfizer/BioNTech,1786300
Chile,2021-04-16,Sinovac,11378018
Chile,2021-04-17,Pfizer/BioNTech,1792230
Chile,2021-04-17,Sinovac,11394384
Chile,2021-04-18,Pfizer/BioNTech,1792910
Chile,2021-04-18,Sinovac,11396346
Chile,2021-04-19,Pfizer/BioNTech,1816979
Chile,2021-04-19,Sinovac,11567436
Chile,2021-04-20,Pfizer/BioNTech,1861477
Chile,2021-04-20,Sinovac,11712372
Chile,2021-04-21,Pfizer/BioNTech,1907557
Chile,2021-04-21,Sinovac,11843956
Chile,2021-04-22,Pfizer/BioNTech,1954687
Chile,2021-04-22,Sinovac,11997617
Chile,2021-04-23,Pfizer/BioNTech,1983678
Chile,2021-04-23,Sinovac,12152327
Chile,2021-04-24,Pfizer/BioNTech,1986075
Chile,2021-04-24,Sinovac,12167619
Chile,2021-04-25,Pfizer/BioNTech,1986076
Chile,2021-04-25,Sinovac,12168662
Chile,2021-04-26,Pfizer/BioNTech,2031457
Chile,2021-04-26,Sinovac,12320043
Chile,2021-04-27,Pfizer/BioNTech,2095353
Chile,2021-04-27,Sinovac,12427745
Chile,2021-04-28,Oxford/AstraZeneca,3607
Chile,2021-04-28,Pfizer/BioNTech,2150245
Chile,2021-04-28,Sinovac,12538435
Chile,2021-04-29,Oxford/AstraZeneca,10151
Chile,2021-04-29,Pfizer/BioNTech,2182816
Chile,2021-04-29,Sinovac,12654775
Chile,2021-04-30,Oxford/AstraZeneca,23878
Chile,2021-04-30,Pfizer/BioNTech,2213873
Chile,2021-04-30,Sinovac,12697885
Chile,2021-05-01,Oxford/AstraZeneca,24164
Chile,2021-05-01,Pfizer/BioNTech,2215050
Chile,2021-05-01,Sinovac,12698724
Chile,2021-05-02,Oxford/AstraZeneca,24346
Chile,2021-05-02,Pfizer/BioNTech,2215442
Chile,2021-05-02,Sinovac,12699615
Chile,2021-05-03,Oxford/AstraZeneca,44444
Chile,2021-05-03,Pfizer/BioNTech,2239361
Chile,2021-05-03,Sinovac,12807547
Chile,2021-05-04,Oxford/AstraZeneca,61216
Chile,2021-05-04,Pfizer/BioNTech,2285541
Chile,2021-05-04,Sinovac,12914348
Chile,2021-05-05,Oxford/AstraZeneca,71043
Chile,2021-05-05,Pfizer/BioNTech,2334147
Chile,2021-05-05,Sinovac,13031154
Chile,2021-05-06,Oxford/AstraZeneca,78259
Chile,2021-05-06,Pfizer/BioNTech,2375054
Chile,2021-05-06,Sinovac,13141364
Chile,2021-05-07,Oxford/AstraZeneca,82406
Chile,2021-05-07,Pfizer/BioNTech,2409067
Chile,2021-05-07,Sinovac,13251219
Chile,2021-05-08,Oxford/AstraZeneca,83076
Chile,2021-05-08,Pfizer/BioNTech,2414807
Chile,2021-05-08,Sinovac,13270407
Chile,2021-05-09,Oxford/AstraZeneca,83146
Chile,2021-05-09,Pfizer/BioNTech,2414872
Chile,2021-05-09,Sinovac,13271678
Chile,2021-05-10,Oxford/AstraZeneca,86101
Chile,2021-05-10,Pfizer/BioNTech,2454405
Chile,2021-05-10,Sinovac,13402977
Chile,2021-05-11,Oxford/AstraZeneca,88082
Chile,2021-05-11,Pfizer/BioNTech,2520596
Chile,2021-05-11,Sinovac,13527619
Chile,2021-05-12,Oxford/AstraZeneca,89750
Chile,2021-05-12,Pfizer/BioNTech,2580101
Chile,2021-05-12,Sinovac,13649844
Chile,2021-05-13,Oxford/AstraZeneca,90302
Chile,2021-05-13,Pfizer/BioNTech,2628051
Chile,2021-05-13,Sinovac,13759072
Chile,2021-05-14,Oxford/AstraZeneca,90545
Chile,2021-05-14,Pfizer/BioNTech,2673003
Chile,2021-05-14,Sinovac,13873399
Chile,2021-05-15,Oxford/AstraZeneca,90585
Chile,2021-05-15,Pfizer/BioNTech,2673297
Chile,2021-05-15,Sinovac,13874524
Chile,2021-05-16,Oxford/AstraZeneca,90585
Chile,2021-05-16,Pfizer/BioNTech,2673377
Chile,2021-05-16,Sinovac,13874880
Chile,2021-05-17,Oxford/AstraZeneca,90880
Chile,2021-05-17,Pfizer/BioNTech,2726782
Chile,2021-05-17,Sinovac,13992902
Chile,2021-05-18,Oxford/AstraZeneca,92310
Chile,2021-05-18,Pfizer/BioNTech,2805474
Chile,2021-05-18,Sinovac,14096624
Chile,2021-05-19,Oxford/AstraZeneca,98829
Chile,2021-05-19,Pfizer/BioNTech,2885057
Chile,2021-05-19,Sinovac,14177580
Chile,2021-05-20,Oxford/AstraZeneca,105547
Chile,2021-05-20,Pfizer/BioNTech,2956063
Chile,2021-05-20,Sinovac,14291757
Chile,2021-05-21,Oxford/AstraZeneca,105618
Chile,2021-05-21,Pfizer/BioNTech,2963116
Chile,2021-05-21,Sinovac,14294302
Chile,2021-05-22,Oxford/AstraZeneca,106111
Chile,2021-05-22,Pfizer/BioNTech,2975726
Chile,2021-05-22,Sinovac,14314323
Chile,2021-05-23,Oxford/AstraZeneca,106131
Chile,2021-05-23,Pfizer/BioNTech,2976856
Chile,2021-05-23,Sinovac,14317458
Chile,2021-05-24,Oxford/AstraZeneca,118541
Chile,2021-05-24,Pfizer/BioNTech,3051143
Chile,2021-05-24,Sinovac,14467795
Chile,2021-05-25,Oxford/AstraZeneca,136118
Chile,2021-05-25,Pfizer/BioNTech,3162651
Chile,2021-05-25,Sinovac,14585543
Chile,2021-05-26,Oxford/AstraZeneca,161507
Chile,2021-05-26,Pfizer/BioNTech,3236872
Chile,2021-05-26,Sinovac,14715019
Chile,2021-05-27,Oxford/AstraZeneca,195442
Chile,2021-05-27,Pfizer/BioNTech,3293624
Chile,2021-05-27,Sinovac,14827589
Chile,2021-05-28,Oxford/AstraZeneca,227545
Chile,2021-05-28,Pfizer/BioNTech,3341692
Chile,2021-05-28,Sinovac,14933799
Chile,2021-05-29,Oxford/AstraZeneca,235987
Chile,2021-05-29,Pfizer/BioNTech,3353955
Chile,2021-05-29,Sinovac,14960483
Chile,2021-05-30,Oxford/AstraZeneca,237381
Chile,2021-05-30,Pfizer/BioNTech,3355516
Chile,2021-05-30,Sinovac,14967624
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281180
Chile,2021-05-31,Pfizer/BioNTech,3423670
Chile,2021-05-31,Sinovac,15071337
Chile,2021-06-01,CanSino,10461
Chile,2021-06-01,Oxford/AstraZeneca,326591
Chile,2021-06-01,Pfizer/BioNTech,3527045
Chile,2021-06-01,Sinovac,15133643
Chile,2021-06-02,CanSino,33784
Chile,2021-06-02,Oxford/AstraZeneca,359074
Chile,2021-06-02,Pfizer/BioNTech,3607145
Chile,2021-06-02,Sinovac,15201992
Chile,2021-06-03,CanSino,73406
Chile,2021-06-03,Oxford/AstraZeneca,361418
Chile,2021-06-03,Pfizer/BioNTech,3654721
Chile,2021-06-03,Sinovac,15276302
Chile,2021-06-04,CanSino,107776
Chile,2021-06-04,Oxford/AstraZeneca,362972
Chile,2021-06-04,Pfizer/BioNTech,3679245
Chile,2021-06-04,Sinovac,15361095
Chile,2021-06-05,CanSino,117688
Chile,2021-06-05,Oxford/AstraZeneca,363282
Chile,2021-06-05,Pfizer/BioNTech,3684362
Chile,2021-06-05,Sinovac,15383492
Chile,2021-06-06,CanSino,119479
Chile,2021-06-06,Oxford/AstraZeneca,363312
Chile,2021-06-06,Pfizer/BioNTech,3684955
Chile,2021-06-06,Sinovac,15386082
Chile,2021-06-07,CanSino,146953
Chile,2021-06-07,Oxford/AstraZeneca,365268
Chile,2021-06-07,Pfizer/BioNTech,3696694
Chile,2021-06-07,Sinovac,15526401
Chile,2021-06-08,CanSino,167034
Chile,2021-06-08,Oxford/AstraZeneca,366952
Chile,2021-06-08,Pfizer/BioNTech,3710340
Chile,2021-06-08,Sinovac,15675816
Chile,2021-06-09,CanSino,183764
Chile,2021-06-09,Oxford/AstraZeneca,368923
Chile,2021-06-09,Pfizer/BioNTech,3722630
Chile,2021-06-09,Sinovac,15838563
Chile,2021-06-10,CanSino,196926
Chile,2021-06-10,Oxford/AstraZeneca,370211
Chile,2021-06-10,Pfizer/BioNTech,3736600
Chile,2021-06-10,Sinovac,16013310
Chile,2021-06-11,CanSino,200972
Chile,2021-06-11,Oxford/AstraZeneca,371447
Chile,2021-06-11,Pfizer/BioNTech,3753501
Chile,2021-06-11,Sinovac,16170175
Chile,2021-06-12,CanSino,201365
Chile,2021-06-12,Oxford/AstraZeneca,371775
Chile,2021-06-12,Pfizer/BioNTech,3756316
Chile,2021-06-12,Sinovac,16199155
Chile,2021-06-13,CanSino,201414
Chile,2021-06-13,Oxford/AstraZeneca,371790
Chile,2021-06-13,Pfizer/BioNTech,3756861
Chile,2021-06-13,Sinovac,16200617
Chile,2021-06-14,CanSino,205591
Chile,2021-06-14,Oxford/AstraZeneca,372963
Chile,2021-06-14,Pfizer/BioNTech,3788917
Chile,2021-06-14,Sinovac,16384956
Chile,2021-06-15,CanSino,209271
Chile,2021-06-15,Oxford/AstraZeneca,373782
Chile,2021-06-15,Pfizer/BioNTech,3842161
Chile,2021-06-15,Sinovac,16538047
Chile,2021-06-16,CanSino,213225
Chile,2021-06-16,Oxford/AstraZeneca,374647
Chile,2021-06-16,Pfizer/BioNTech,3913855
Chile,2021-06-16,Sinovac,16688513
Chile,2021-06-17,CanSino,216267
Chile,2021-06-17,Oxford/AstraZeneca,375428
Chile,2021-06-17,Pfizer/BioNTech,3980614
Chile,2021-06-17,Sinovac,16801994
Chile,2021-06-18,CanSino,218644
Chile,2021-06-18,Oxford/AstraZeneca,376275
Chile,2021-06-18,Pfizer/BioNTech,4018226
Chile,2021-06-18,Sinovac,16868464
Chile,2021-06-19,CanSino,218922
Chile,2021-06-19,Oxford/AstraZeneca,376419
Chile,2021-06-19,Pfizer/BioNTech,4029736
Chile,2021-06-19,Sinovac,16893268
Chile,2021-06-20,CanSino,218934
Chile,2021-06-20,Oxford/AstraZeneca,376429
Chile,2021-06-20,Pfizer/BioNTech,4030967
Chile,2021-06-20,Sinovac,16895972
Chile,2021-06-21,CanSino,219012
Chile,2021-06-21,Oxford/AstraZeneca,376552
Chile,2021-06-21,Pfizer/BioNTech,4040680
Chile,2021-06-21,Sinovac,16905802
Chile,2021-06-22,CanSino,222774
Chile,2021-06-22,Oxford/AstraZeneca,378383
Chile,2021-06-22,Pfizer/BioNTech,4203853
Chile,2021-06-22,Sinovac,17045989
Chile,2021-06-23,CanSino,235197
Chile,2021-06-23,Oxford/AstraZeneca,380652
Chile,2021-06-23,Pfizer/BioNTech,4319320
Chile,2021-06-23,Sinovac,17167549
Chile,2021-06-24,CanSino,298777
Chile,2021-06-24,Oxford/AstraZeneca,384111
Chile,2021-06-24,Pfizer/BioNTech,4405514
Chile,2021-06-24,Sinovac,17267615
Chile,2021-06-25,CanSino,348900
Chile,2021-06-25,Oxford/AstraZeneca,388173
Chile,2021-06-25,Pfizer/BioNTech,4478321
Chile,2021-06-25,Sinovac,17351942
Chile,2021-06-26,CanSino,358980
Chile,2021-06-26,Oxford/AstraZeneca,389415
Chile,2021-06-26,Pfizer/BioNTech,4499323
Chile,2021-06-26,Sinovac,17372541
Chile,2021-06-27,CanSino,360235
Chile,2021-06-27,Oxford/AstraZeneca,389506
Chile,2021-06-27,Pfizer/BioNTech,4501569
Chile,2021-06-27,Sinovac,17374620
Chile,2021-06-28,CanSino,361461
Chile,2021-06-28,Oxford/AstraZeneca,389672
Chile,2021-06-28,Pfizer/BioNTech,4504265
Chile,2021-06-28,Sinovac,17376142
Chile,2021-06-29,CanSino,393369
Chile,2021-06-29,Oxford/AstraZeneca,395489
Chile,2021-06-29,Pfizer/BioNTech,4638005
Chile,2021-06-29,Sinovac,17454213
Chile,2021-06-30,CanSino,416280
Chile,2021-06-30,Oxford/AstraZeneca,399757
Chile,2021-06-30,Pfizer/BioNTech,4770223
Chile,2021-06-30,Sinovac,17499890
Chile,2021-07-01,CanSino,430299
Chile,2021-07-01,Oxford/AstraZeneca,402808
Chile,2021-07-01,Pfizer/BioNTech,4905431
Chile,2021-07-01,Sinovac,17530450
Chile,2021-07-02,CanSino,441774
Chile,2021-07-02,Oxford/AstraZeneca,405396
Chile,2021-07-02,Pfizer/BioNTech,5003324
Chile,2021-07-02,Sinovac,17560320
Chile,2021-07-03,CanSino,445205
Chile,2021-07-03,Oxford/AstraZeneca,405988
Chile,2021-07-03,Pfizer/BioNTech,5026636
Chile,2021-07-03,Sinovac,17570971
Chile,2021-07-04,CanSino,445606
Chile,2021-07-04,Oxford/AstraZeneca,406056
Chile,2021-07-04,Pfizer/BioNTech,5029634
Chile,2021-07-04,Sinovac,17572015
Chile,2021-07-05,CanSino,456018
Chile,2021-07-05,Oxford/AstraZeneca,409911
Chile,2021-07-05,Pfizer/BioNTech,5123328
Chile,2021-07-05,Sinovac,17619184
Chile,2021-07-06,CanSino,463612
Chile,2021-07-06,Oxford/AstraZeneca,413521
Chile,2021-07-06,Pfizer/BioNTech,5192797
Chile,2021-07-06,Sinovac,17668855
Chile,2021-07-07,CanSino,468412
Chile,2021-07-07,Oxford/AstraZeneca,416586
Chile,2021-07-07,Pfizer/BioNTech,5286561
Chile,2021-07-07,Sinovac,17729415
Chile,2021-07-08,CanSino,472280
Chile,2021-07-08,Oxford/AstraZeneca,418817
Chile,2021-07-08,Pfizer/BioNTech,5362909
Chile,2021-07-08,Sinovac,17803667
Chile,2021-07-09,CanSino,476198
Chile,2021-07-09,Oxford/AstraZeneca,421157
Chile,2021-07-09,Pfizer/BioNTech,5431717
Chile,2021-07-09,Sinovac,17868135
Chile,2021-07-10,CanSino,477773
Chile,2021-07-10,Oxford/AstraZeneca,422178
Chile,2021-07-10,Pfizer/BioNTech,5456778
Chile,2021-07-10,Sinovac,17883915
Chile,2021-07-11,CanSino,477944
Chile,2021-07-11,Oxford/AstraZeneca,422258
Chile,2021-07-11,Pfizer/BioNTech,5460036
Chile,2021-07-11,Sinovac,17885521
Chile,2021-07-12,CanSino,482035
Chile,2021-07-12,Oxford/AstraZeneca,424924
Chile,2021-07-12,Pfizer/BioNTech,5546877
Chile,2021-07-12,Sinovac,17971732
Chile,2021-07-13,CanSino,484870
Chile,2021-07-13,Oxford/AstraZeneca,426775
Chile,2021-07-13,Pfizer/BioNTech,5650232
Chile,2021-07-13,Sinovac,18047760
Chile,2021-07-14,CanSino,487594
Chile,2021-07-14,Oxford/AstraZeneca,428328
Chile,2021-07-14,Pfizer/BioNTech,5725074
Chile,2021-07-14,Sinovac,18131591
Chile,2021-07-15,CanSino,492901
Chile,2021-07-15,Oxford/AstraZeneca,431550
Chile,2021-07-15,Pfizer/BioNTech,5792076
Chile,2021-07-15,Sinovac,18223495
Chile,2021-07-16,CanSino,492998
Chile,2021-07-16,Oxford/AstraZeneca,431660
Chile,2021-07-16,Pfizer/BioNTech,5794531
Chile,2021-07-16,Sinovac,18225661
Chile,2021-07-17,CanSino,493467
Chile,2021-07-17,Oxford/AstraZeneca,431983
Chile,2021-07-17,Pfizer/BioNTech,5803764
Chile,2021-07-17,Sinovac,18239529
Chile,2021-07-18,CanSino,493569
Chile,2021-07-18,Oxford/AstraZeneca,431983
Chile,2021-07-18,Pfizer/BioNTech,5804636
Chile,2021-07-18,Sinovac,18240790
Chile,2021-07-19,CanSino,496204
Chile,2021-07-19,Oxford/AstraZeneca,433882
Chile,2021-07-19,Pfizer/BioNTech,5863615
Chile,2021-07-19,Sinovac,18300681
Chile,2021-07-20,CanSino,497940
Chile,2021-07-20,Oxford/AstraZeneca,435849
Chile,2021-07-20,Pfizer/BioNTech,5943420
Chile,2021-07-20,Sinovac,18351629
Chile,2021-07-21,CanSino,499342
Chile,2021-07-21,Oxford/AstraZeneca,438300
Chile,2021-07-21,Pfizer/BioNTech,6003527
Chile,2021-07-21,Sinovac,18392542
Chile,2021-07-22,CanSino,500936
Chile,2021-07-22,Oxford/AstraZeneca,440841
Chile,2021-07-22,Pfizer/BioNTech,6048718
Chile,2021-07-22,Sinovac,18421646
Chile,2021-07-23,CanSino,502166
Chile,2021-07-23,Oxford/AstraZeneca,444834
Chile,2021-07-23,Pfizer/BioNTech,6137755
Chile,2021-07-23,Sinovac,18443509
Chile,2021-07-24,CanSino,503593
Chile,2021-07-24,Oxford/AstraZeneca,446105
Chile,2021-07-24,Pfizer/BioNTech,6152809
Chile,2021-07-24,Sinovac,18460380
Chile,2021-07-25,CanSino,503635
Chile,2021-07-25,Oxford/AstraZeneca,446138
Chile,2021-07-25,Pfizer/BioNTech,6154049
Chile,2021-07-25,Sinovac,18462029
Chile,2021-07-26,CanSino,504585
Chile,2021-07-26,Oxford/AstraZeneca,449436
Chile,2021-07-26,Pfizer/BioNTech,6192810
Chile,2021-07-26,Sinovac,18475833
Chile,2021-07-27,CanSino,505364
Chile,2021-07-27,Oxford/AstraZeneca,452397
Chile,2021-07-27,Pfizer/BioNTech,6230063
Chile,2021-07-27,Sinovac,18485944
Chile,2021-07-28,CanSino,505897
Chile,2021-07-28,Oxford/AstraZeneca,454360
Chile,2021-07-28,Pfizer/BioNTech,6255734
Chile,2021-07-28,Sinovac,18493051
Chile,2021-07-29,CanSino,506376
Chile,2021-07-29,Oxford/AstraZeneca,456006
Chile,2021-07-29,Pfizer/BioNTech,6338066
Chile,2021-07-29,Sinovac,18498945
Chile,2021-07-30,CanSino,506651
Chile,2021-07-30,Oxford/AstraZeneca,457640
Chile,2021-07-30,Pfizer/BioNTech,6408643
Chile,2021-07-30,Sinovac,18503265
Chile,2021-07-31,CanSino,506663
Chile,2021-07-31,Oxford/AstraZeneca,457989
Chile,2021-07-31,Pfizer/BioNTech,6418050
Chile,2021-07-31,Sinovac,18504706
Chile,2021-08-01,CanSino,506664
Chile,2021-08-01,Oxford/AstraZeneca,457990
Chile,2021-08-01,Pfizer/BioNTech,6418452
Chile,2021-08-01,Sinovac,18504772
Chile,2021-08-02,CanSino,507664
Chile,2021-08-02,Oxford/AstraZeneca,459821
Chile,2021-08-02,Pfizer/BioNTech,6424404
Chile,2021-08-02,Sinovac,18620229
Chile,2021-08-03,CanSino,508518
Chile,2021-08-03,Oxford/AstraZeneca,461973
Chile,2021-08-03,Pfizer/BioNTech,6430565
Chile,2021-08-03,Sinovac,18750131
Chile,2021-08-04,CanSino,508742
Chile,2021-08-04,Oxford/AstraZeneca,463796
Chile,2021-08-04,Pfizer/BioNTech,6488837
Chile,2021-08-04,Sinovac,18754560
Chile,2021-08-05,CanSino,508924
Chile,2021-08-05,Oxford/AstraZeneca,465191
Chile,2021-08-05,Pfizer/BioNTech,6530719
Chile,2021-08-05,Sinovac,18757432
Chile,2021-08-06,CanSino,509104
Chile,2021-08-06,Oxford/AstraZeneca,466453
Chile,2021-08-06,Pfizer/BioNTech,6561585
Chile,2021-08-06,Sinovac,18759849
Chile,2021-08-07,CanSino,509120
Chile,2021-08-07,Oxford/AstraZeneca,466471
Chile,2021-08-07,Pfizer/BioNTech,6562482
Chile,2021-08-07,Sinovac,18760086
Chile,2021-08-08,CanSino,509120
Chile,2021-08-08,Oxford/AstraZeneca,466471
Chile,2021-08-08,Pfizer/BioNTech,6562495
Chile,2021-08-08,Sinovac,18760151
Chile,2021-08-09,CanSino,509340
Chile,2021-08-09,Oxford/AstraZeneca,467261
Chile,2021-08-09,Pfizer/BioNTech,6570052
Chile,2021-08-09,Sinovac,18849933
Chile,2021-08-10,CanSino,509593
Chile,2021-08-10,Oxford/AstraZeneca,467976
Chile,2021-08-10,Pfizer/BioNTech,6577911
Chile,2021-08-10,Sinovac,18928868
Chile,2021-08-11,CanSino,509702
Chile,2021-08-11,Oxford/AstraZeneca,469859
Chile,2021-08-11,Pfizer/BioNTech,6692523
Chile,2021-08-11,Sinovac,18933050
Chile,2021-08-12,CanSino,509813
Chile,2021-08-12,Oxford/AstraZeneca,471369
Chile,2021-08-12,Pfizer/BioNTech,6767284
Chile,2021-08-12,Sinovac,18938440
Chile,2021-08-13,CanSino,509910
Chile,2021-08-13,Oxford/AstraZeneca,472182
Chile,2021-08-13,Pfizer/BioNTech,6814122
Chile,2021-08-13,Sinovac,18941980
Chile,2021-08-14,CanSino,509923
Chile,2021-08-14,Oxford/AstraZeneca,472206
Chile,2021-08-14,Pfizer/BioNTech,6815066
Chile,2021-08-14,Sinovac,18942300
Chile,2021-08-15,CanSino,509923
Chile,2021-08-15,Oxford/AstraZeneca,472209
Chile,2021-08-15,Pfizer/BioNTech,6815151
Chile,2021-08-15,Sinovac,18942636
Chile,2021-08-16,CanSino,510344
Chile,2021-08-16,Oxford/AstraZeneca,473150
Chile,2021-08-16,Pfizer/BioNTech,6819628
Chile,2021-08-16,Sinovac,18997762
Chile,2021-08-17,CanSino,513426
Chile,2021-08-17,Oxford/AstraZeneca,474147
Chile,2021-08-17,Pfizer/BioNTech,6824286
Chile,2021-08-17,Sinovac,19050150
